Users,data,tweet
@Breakingviews,2020-04-08 19:24:20+00:00,"Jeff Bezos has transformed shopping, but the way Amazon treats its workers is not so futuristic. Its approach might help short-term profit, but it hurts long-term innovation, writes @GinaChon.  "
@Breakingviews,2020-04-08 17:44:03+00:00,"Bernie Sanders has suspended his presidential campaign. While Covid-19 helped end his bid, it may bring closer his universal healthcare dream, writes @Three_Guineas.  "
@Breakingviews,2020-04-08 17:35:50+00:00,"Carl Icahn’s Volkswagen-Navistar deal may be his second bet in a month to bite the dust, writes @CGAThompson.  "
@Breakingviews,2020-04-08 16:12:29+00:00,"The downturn threatened by the coronavirus underlines the appeal of being a staid phone company, making yesterday’s AT&amp;T look more attractive than tomorrow’s, writes @jennifersaba.  "
@Breakingviews,2020-04-08 15:55:25+00:00,"Corona Capital: European bank lending, Zoom’s privacy issues, Europcar bailout. Read the latest on the pandemic’s corporate and financial fallout here:  "
@Breakingviews,2020-04-08 15:24:49+00:00,RT @Reuters: From @Breakingviews: How did a Chinese coffee company take Wall Street to the cleaners? @petesweeneypro explains 
@Breakingviews,2020-04-08 15:24:36+00:00,"Centerview hired Matthieu Pigasse to open its French office. With the coronavirus dampening corporate spirits, Centerview needs a V-shaped recovery for its bet to pay off. @CGAThompson writes:  "
@Breakingviews,2020-04-08 12:50:02+00:00,"The recession is deep and the recovery may be slow, but the coronavirus will eventually pass. Beware of excessive economic gloom, @edwardhadas writes:  "
@Breakingviews,2020-04-08 12:48:34+00:00,British companies are increasingly using so-called cash box placings to issue shares without having to give existing investors first dibs. Taboos broken in a crisis will be harder to restore afterwards. @dasha_reuters writes:  
@Breakingviews,2020-04-08 12:46:02+00:00,"Swedbank’s first-quarter impairments jumped tenfold from a year earlier because of Covid-19. A similar spike across Europe would wipe out most profits for 2020, and bigger hits may come, @LiamWardProud explains:  "
@Breakingviews,2020-04-08 10:28:40+00:00,"Tesco, UK’s biggest grocer, demonstrates that panic-buying isn’t an unalloyed good for its business. Plus: Carrie Lam and Heineken. Check out a daily column covering Covid-19 related financial insights:  "
@Breakingviews,2020-04-08 10:11:01+00:00,"RT @Reuters: On @Breakingviews - Coronabonds can issue social goods, writes @ugalani:  "
@Breakingviews,2020-04-08 10:10:57+00:00,"RT @ReutersBiz: From @Breakingviews - Coronabonds can issue social goods, writes @ugalani:  "
@Breakingviews,2020-04-08 10:09:34+00:00,"Hong Kong's leader Carrie Lam, the world’s second-best paid political executive, can’t seem to let an opportunity to alienate people pass. Read Breakingviews' latest pandemic-related insights:  "
@Breakingviews,2020-04-08 10:07:31+00:00,"Should we expect a V-shaped recovery – a rapid rebound from an economic standstill? Probably unlikely, say William Rhodes and Stuart Mackintosh. A globally joined-up approach, which has been thus far absent, is critical:  "
@Breakingviews,2020-04-08 10:00:52+00:00,Wobbly EU banking union gets extra Covid-19 shove as countries in the region are increasingly shielding themselves from foreign takeovers amid a pandemic-triggered market rout. @LJucca writes:  
@Breakingviews,2020-04-08 09:30:13+00:00,RT @ReutersBiz: From @Breakingviews: JPMorgan boss Jamie Dimon suggested the bank could cut its dividends. U.S. banks should go ahead and d…
@Breakingviews,2020-04-08 04:40:00+00:00,RT @ReutersBiz: From @Breakingviews: American banks haven't cut their dividends yet - but maybe it's time they did 
@Breakingviews,2020-04-08 04:39:53+00:00,"Indonesia sold $4.3 bln worth of bonds, including a record 50-year tranche, the longest tenor U.S. dollar bond issue by an Asian nation. The proceeds are cleverly earmarked to “partially” fund the government’s Covid-19 relief effort, writes @ugalani:  "
@Breakingviews,2020-04-08 04:37:16+00:00,"Millions are hooked on TikTok for the latest dance moves and more. Owner ByteDance is getting a goldmine of user data and a bigger audience for a follow-up hit. But the unprecedented global success comes with uncharted risks, says @AlecMac11:  "
@Breakingviews,2020-04-08 03:12:47+00:00,"Coronabonds can issue social goods, writes @ugalani:  "
@Breakingviews,2020-04-08 03:10:37+00:00,"TikTok is a winner in global viral challenge, writes @AlecMac11:  "
@Breakingviews,2020-04-07 21:11:16+00:00,"President Trump forced out the inspector general providing oversight for $2.3 trillion in emergency relief. Now the potential for exploiting the biggest assistance package in history is high, writes @GinaChon.  "
@Breakingviews,2020-04-07 21:02:20+00:00,Listen: @rob1cox and author James Breiding discuss how certain smaller countries have handled the coronavirus outbreak more effectively than larger ones. 
@Breakingviews,2020-04-07 19:46:13+00:00,Watch: @johnsfoley explains why there’s a case for U.S. banks to cut their dividends from a position of strength. 
@Breakingviews,2020-04-07 19:33:49+00:00,"Corona Capital: Aviation’s recovery prospects, JPMorgan’s near-miss, Foursquare-Factual merger. Read the latest on the pandemic’s financial fallout:  "
@Breakingviews,2020-04-07 19:20:36+00:00,"RT @Reuters: From @Breakingviews’ Corona Capital: New Jersey’s mega-mall, rethinks its retail offerings as shoppers change their habits ami…"
@Breakingviews,2020-04-07 19:14:19+00:00,"WeWork is suing SoftBank for canning a $3 billion tender offer. But a boardroom fight is the last thing the office sublessor needs as tenants stay at home, writes @LiamWardProud.  "
@Breakingviews,2020-04-07 19:02:39+00:00,"Silver Lake is part of a group investing $1 billion in Airbnb. One big question is how Covid-19 will change travel behavior, writes @GinaChon.  "
@Breakingviews,2020-04-07 15:50:54+00:00,RT @ReutersBiz: Cinven avoids the private equity sin bin with Kurt Geiger’s giveaway of fashionable handbags and shoes to NHS workers. Here…
@Breakingviews,2020-04-07 15:37:32+00:00,"Investors tend to go bananas when companies axe their regular payouts. But U.S. banks should go ahead and do it anyway, writes @johnsfoley.  "
@Breakingviews,2020-04-07 15:09:18+00:00,"New Jersey’s mega-mall is shifting the retail footprint mix even further amid the coronavirus. And, Cinven avoids the private equity sin bin with Kurt Geiger’s giveaway. Read the latest pandemic-related insights:  "
@Breakingviews,2020-04-07 14:46:47+00:00,"How long can you last in this environment? That's the only question that corporate executives need to answer when they start releasing quarterly earnings, and holding their virtual annual meetings in coming weeks, @rob1cox says:  "
@Breakingviews,2020-04-07 14:40:38+00:00,"RT @Reuters: From @Breakingviews: Housebound and bored, people appear to be drinking more booze, watching more porn and smoking more, @aime…"
@Breakingviews,2020-04-07 14:00:13+00:00,"Swedish private equity firm EQT is in exclusive talks to buy Air Liquide’s disinfectant unit. The threat of future epidemics should provide some immunity against sickly returns, @CGAThompson says:  "
@Breakingviews,2020-04-07 13:15:33+00:00,Cox: How long can you last in this environment?  @rob1cox 
@Breakingviews,2020-04-07 11:15:10+00:00,A once-in-a-century pandemic may be the euro zone’s best opportunity to show that solidarity extends beyond simply sharing a common currency. It may also be its last. @peter_tl and @LJucca break down Europe’s coronabond conundrum:  
@Breakingviews,2020-04-07 11:01:00+00:00,"Porn, booze, tobacco, weed and chocolate consumption is rising as the pandemic is encouraging people to give in to baser temptations. But today’s virus vices store up tomorrow’s problems, @aimeedonnellan argues:  "
@Breakingviews,2020-04-07 10:58:15+00:00,"Luxury lifelines, Cinema horror show, Malaysia Airlines. Check out the latest Breakingviews' concise views on the pandemic’s corporate and financial fallout:  "
@Breakingviews,2020-04-07 10:56:01+00:00,European insurers face virus location lottery as regulators are divided on investor payouts. @aimeedonnellan explains:  
@Breakingviews,2020-04-07 10:54:05+00:00,"Dubai could be headed for bailout Groundhog Day, says @gfhay:  "
@Breakingviews,2020-04-07 10:50:47+00:00,"Japan Prime Minister Shinzo Abe is preparing a stimulus worth 20% of GDP as his government announces a state of emergency to combat the coronavirus. Japan goes deeper into unknown with $1 trln binge, says @petesweeneypro:  "
@Breakingviews,2020-04-07 10:48:45+00:00,Breakdown: Europe’s coronabond conundrum. @peter_tl and @LJucca explain why it's time for the euro zone to embrace joint debt:  
@Breakingviews,2020-04-07 08:08:19+00:00,RT @ReutersBiz: From @Breakingviews: Saudi Arabia’s Public Investment Fund may have found the perfect time to board ship with an 8% stake i…
@Breakingviews,2020-04-07 06:07:11+00:00,"Morgan Stanley, Credit Suisse and others face big losses after the founder of Luckin defaulted on $518 mln of loans amid fraud charges. It’s the price of blindly chasing fees. @petesweeneypro  "
@Breakingviews,2020-04-07 05:16:32+00:00,"Wall Street bankers are stuck with Luckin Coffee’s murky dregs, says @petesweeneypro:  "
@Breakingviews,2020-04-07 04:08:54+00:00,"A surge in remote working activity lifted demand for chips, proving to be a much-needed cushion for Samsung amidst supply chain disruptions and weakening consumer sentiment. It is benefiting from the all-pervasiveness of semiconductors, says @mak_robyn:  "
@Breakingviews,2020-04-07 02:17:35+00:00,"RT @Reuters: From @Breakingviews: There are better ways to finance emergency packages to protect people and companies during lockdowns, @Hu…"
@Breakingviews,2020-04-07 02:17:11+00:00,"RT @Reuters: From @Breakingviews: For many under lockdown and bored, consumption of porn, booze, weed and cigarettes is on the rise. The ne…"
@Breakingviews,2020-04-07 02:10:20+00:00,"Samsung discovers perks of working from home, writes @mak_robyn:  "
@Breakingviews,2020-04-06 20:57:48+00:00,Saudi Arabia’s Public Investment Fund builds a stake in cruise operator Carnival; pandemic complicates PG&amp;E’s settlement to emerge from bankruptcy. Read the latest on Corona Capital:  
@Breakingviews,2020-04-06 20:43:26+00:00,"Over-the-top lawsuits sparked by Covid-19 are not only proving contagious, but also undermining the legal system, writes @holdingren.  "
@Breakingviews,2020-04-06 20:34:34+00:00,"The virus-induced videoconferencing boom is boosting the stock prices of companies like Zoom and Slack. But it’s not clear there’s enough profit to go around, writes @rob_cyran.  "
@Breakingviews,2020-04-06 16:09:13+00:00,Corona Capital: Insurance companies race to give cash back; UK department store Debenhams dices with bankruptcy. Read the latest insights on the pandemic’s financial fallout:  
@Breakingviews,2020-04-06 15:54:14+00:00,"Jamie Dimon’s latest letter to shareholders is one of his most useful, as he lays out what customers, investors, employees and voters have a right to expect, writes @AntonyMCurrie.  "
@Breakingviews,2020-04-06 15:44:58+00:00,"Orbanomics may be Hungary’s best political shield, @dasha_reuters says:  "
@Breakingviews,2020-04-06 15:43:12+00:00,"Austria hopes to reopen some shops next week, with Germany following suit from mid-April. Compared with China’s timetable, the West’s guinea pigs might still be jumping the gun, @LiamWardProud and @edwardcropley argue:  "
@Breakingviews,2020-04-06 15:42:56+00:00,"A ruckus involving 3M over respiratory masks that reduce the spread of the coronavirus exposes some of the limitations of the free-trade system, writes @johnsfoley.  "
@Breakingviews,2020-04-06 15:41:27+00:00,"RT @Reuters: From @Breakingviews: Porn, cigarettes, weed and booze are gaining popularity during lockdowns. But while they may alleviate bo…"
@Breakingviews,2020-04-06 11:45:56+00:00,Rolls-Royce secures extra viral flying time  @edwardcropley 
@Breakingviews,2020-04-06 10:44:30+00:00,"Catch up with Breakingviews' concise perspectives on the pandemic’s corporate and financial fallout: Beijing vs. Luckin Coffee, NMC Health's virus defence.  "
@Breakingviews,2020-04-06 10:41:00+00:00,"The pandemic is encouraging people to give in to baser temptations. Porn, booze, tobacco, weed and chocolate consumption is rising. But today’s virus vices store up tomorrow’s problems, @aimeedonnellan says:  "
@Breakingviews,2020-04-06 10:38:16+00:00,"Helicopter money is a toy best left alone. There are better ways to finance emergency packages to protect people and companies during the lockdowns, @Hugodixon argues:  "
@Breakingviews,2020-04-06 06:19:27+00:00,"Hong Kongers are rallying against HSBC for halting dividends: a Facebook page to discuss potential action had over 3,400 members. The city needs more grassroots activism. But at a time of profound uncertainty, the agitation lacks class, writes @AlecMac11:  "
@Breakingviews,2020-04-06 06:09:54+00:00,"HSBC retail investors pick odd time for a fight, writes @AlecMac11:  "
@Breakingviews,2020-04-06 04:07:28+00:00,"Reliance Industries and the Tata group want partners for businesses from oil and chemicals to consumer tech and cars. The success of stake sales by India's A-list will be a key measure of attractiveness to foreign investors after Covid-19, says @ugalani:  "
@Breakingviews,2020-04-06 04:02:12+00:00,"Chinese officials and state media are portraying a China hurrying back to work. That’s understandable: reassuring consumers is critical to supporting domestic demand as exports crash. But this rosy picture is deliberately blurred, says @petesweeneypro:  "
@Breakingviews,2020-04-06 03:57:51+00:00,"RT @ReutersBiz: .@Breakingviews podcast: Columnists on lockdown across the globe cover Silicon Valley’s virus response, European bank divid…"
@Breakingviews,2020-04-06 03:57:48+00:00,RT @Reuters: Investors gobbled up a record $110 billion of investment-grade bonds this week in what may turn out to be the eye of the storm…
@Breakingviews,2020-04-06 03:57:37+00:00,RT @Reuters: From @Breakingviews: Activist investor Starboard Value is still going hard on companies like eBay and GCP. In times of high st…
@Breakingviews,2020-04-06 02:18:47+00:00,"Three deals that can measure India’s pulling power, writes @ugalani:  "
@Breakingviews,2020-04-06 01:18:59+00:00,"Beijing tries to fake it ’til it makes it, writes @petesweeneypro:  "
@Breakingviews,2020-04-03 19:54:41+00:00,"Watch: Activists from Carl Icahn to Elliott have been throwing the towel in on their campaigns. But Starboard has been going the other direction. They need to tread lightly, says @TheRealLSL. "
@Breakingviews,2020-04-03 19:02:13+00:00,"Fidelity has tried some financial social distancing, turning away new investors from short-term U.S. debt funds for fear yields go negative. Bumper Treasury bill sales should help, but it’s another case of unintended consequences, writes @AntonyMCurrie.  "
@Breakingviews,2020-04-03 18:43:54+00:00,"RT @GinaChon: If you missed our panel on the economic fallout of #COVID19, watch it here. With former CEA Chair @jasonfurman, OECD chief ec…"
@Breakingviews,2020-04-03 18:43:11+00:00,RT @ReutersBiz: Podcast from @Breakingviews: Some European banks have canceled their dividends and put share buybacks and cash bonuses on h…
@Breakingviews,2020-04-03 18:28:56+00:00,"Despite the uncertainty caused by the coronavirus, investors have big appetites for investment-grade bonds, writes @Three_Guineas. Catch up on the latest views on the corporate and financial fallout of the pandemic:  "
@Breakingviews,2020-04-03 17:59:47+00:00,RT @Lipper_Alpha: Luckin spills hot bezzle over credulous investors. New analysis from @Breakingviews:  
@Breakingviews,2020-04-03 17:59:42+00:00,"RT @Reuters: Catch up with the latest pandemic-related financial insights from @Breakingviews, from China’s financial soft-power priorities…"
@Breakingviews,2020-04-03 15:57:05+00:00,RT @ReutersBiz: WATCH: From @Breakingviews - Quarantines and fear of contagion have sharply reduced the use of cash as a form of payment. @…
@Breakingviews,2020-04-03 15:56:53+00:00,RT @Reuters: From @Breakingviews: Quarantines and fear of contagion have sharply reduced the use of cash as a form of payment. @LJucca expl…
@Breakingviews,2020-04-03 15:32:47+00:00,"Warren Buffett has rescued companies before, but with government aid buoying prices, he can afford to wait, says @TheRealLSL.  "
@Breakingviews,2020-04-03 14:58:46+00:00,"Weekends are a new kind of challenge during lockdowns. Breakingviews columnists around the world gave their tuppence on how they spend theirs, from grooming dogs to making tagliatelle.  "
@Breakingviews,2020-04-03 14:42:19+00:00,"A pandemic hasn’t stopped activist fund Starboard Value from going hard on companies like eBay and GCP. Boss Jeffrey Smith is doing what his investors pay him for, but cutthroat tactics are best used sparingly, says @TheRealLSL.  "
@Breakingviews,2020-04-03 13:44:45+00:00,"RT @Reuters: From @Breakingviews: Beijing weighs its financial soft-power priorities, and Sweden’s H&amp;M offers a glimmer of hope. Catch up w…"
@Breakingviews,2020-04-03 13:42:49+00:00,"Payments companies will emerge as lockdown winners, says @LJucca "
@Breakingviews,2020-04-03 13:39:10+00:00,"Watch our exclusive discussion of the pandemic’s impact on economies and markets - and the different responses - with OECD chief economist Laurence Boone, former chair of the Council of Economic Advisers Jason Furman and ex-Fed Governor Kevin Warsh  "
@Breakingviews,2020-04-03 13:09:06+00:00,"RT @richardbeales1: With 701k job losses (per early March survey), reupping this on the changing meaning of U.S. jobs data in the time of t…"
@Breakingviews,2020-04-03 11:29:56+00:00,Amadeus ups the bar for travel-sector crisis prep  @CGAThompson
@Breakingviews,2020-04-03 10:44:19+00:00,Virgin has bailout headwinds besides Branson  @edwardcropley
@Breakingviews,2020-04-03 10:31:42+00:00,RT @Reuters: .@Breakingviews podcast: @rob1cox and @GinaChon discuss the Fed’s recent moves and Silicon Valley’s virus response from their…
@Breakingviews,2020-04-03 10:31:35+00:00,RT @Reuters: From @Breakingviews: Uncle Sam is saving the Marlboro Man from himself  
@Breakingviews,2020-04-03 10:30:21+00:00,Beijing weighs its financial soft-power priorities; H&amp;M offers a glimmer of hope; and Chinese education companies learn some uncomfortable lessons about Covid-19. Catch up with the latest edition of Corona Capital here 
@Breakingviews,2020-04-03 09:24:17+00:00,Payment companies will emerge as lockdown winners  @LJucca
@Breakingviews,2020-04-03 04:09:12+00:00,"Elon Musk seems to have ironed out most of Tesla's production problems and amassed a decent stash of cash enough to go almost a year without revenue. But Musk can only pull that off if he has mastered how to keep costs under control, says @AntonyMCurrie:  "
@Breakingviews,2020-04-03 04:03:19+00:00,"Shandong Ruyi had designs on becoming a global fashion empire. It agreed to pay $600 million to buy control of Swiss brand Bally, but the company has yet to lock up the financing after two years. It’s a sign that things are unraveling, writes @sharonlamhk:  "
@Breakingviews,2020-04-03 03:21:04+00:00,"Virus hands Elon Musk electrifying cost challenge, says @AntonyMCurrie:  "
@Breakingviews,2020-04-03 02:51:44+00:00,RT @Reuters: From @Breakingviews: The U.S. government doesn't have enough staff to funnel the $2.2 trillion in bailout funds. It may rely o…
@Breakingviews,2020-04-03 02:51:34+00:00,RT @ReutersBiz: From @Breakingviews: The FTC has sued Marlboro-maker Altria over its $12.8 billion investment in e-cigarette maker Juul Lab…
@Breakingviews,2020-04-03 02:20:21+00:00,"China’s wannabe fashion empire unravels, writes @sharonlamhk:  "
@Breakingviews,2020-04-03 00:58:01+00:00,"RT @petesweeneypro: Luckin Coffee shares crash after alleged financial misconduct. I was not alone expressing skepticism about this firm, b…"
@Breakingviews,2020-04-02 22:40:11+00:00,"Listen: @rob1cox checks in with columnists around the globe to discuss Silicon Valley’s virus response, European bank dividends and the rescue of Singapore Airlines. "
@Breakingviews,2020-04-02 22:29:19+00:00,"Watch: The U.S. FTC filed a lawsuit against Altria for its 35% stake in Juul, alleging anti-competitive behavior. But the market has already meted out punishment, says @jennifersaba. "
@Breakingviews,2020-04-02 22:18:34+00:00,Read the latest on Corona Capital: Uncle Sam eschews Wall Street conflicts by turning to boutique investment banks to help in its negotiations with potential bailout recipients.  
@Breakingviews,2020-04-02 22:04:49+00:00,"Last week’s 6.6 million new U.S. unemployment claims shattered a record, but that doesn't say much about longer-term economic trends. The hope is that the rebound will also be unprecedented, writes @richardbeales1.  "
@Breakingviews,2020-04-02 21:49:43+00:00,"Shareholder meetings range from the bizarre to the banal. With the Covid-19 outbreak pushing them online, they may soon be mostly the latter, writes @johnsfoley.  "
@Breakingviews,2020-04-02 21:41:15+00:00,"Donald Trump is predicting an epic oil supply cut by Saudi Arabia and Russia, but he may only need a chunk of the reduction he’s hoping for, writes @gfhay.  "
@Breakingviews,2020-04-02 19:01:51+00:00,"Luckin Coffee said that over 40% of last year’s revenue may be fictitious, and it didn’t even take a downturn to expose the company’s problems. Just wait until the tide goes out, writes @rob_cyran.  "
@Breakingviews,2020-04-02 18:42:58+00:00,"U.S. regulators are suing Altria to unwind its stake in Juul. But the investment has been a disaster, showing that the market may take care of itself, writes @jennifersaba.  "
@Breakingviews,2020-04-02 15:46:16+00:00,"Dongfeng/Peugeot, Tailored Brands, Ireland: Catch up with the latest pandemic-related financial insights from Breakingviews here  "
@Breakingviews,2020-04-02 13:58:06+00:00,U.S. jobless claims jumped to a record 6.6 million last week. @swahapattanaik wrote yesterday that the flexibility of the U.S. labour market may turn out to be a handicap in a virus-induced crash. 
@Breakingviews,2020-04-02 13:30:12+00:00,Big Oil might be a weird stock market haven  @gfhay
@Breakingviews,2020-04-02 13:29:48+00:00,"RT @ReutersBiz: From @Breakingviews: Bankers may help funnel the U.S. government's coronavirus aid package, as they did in 2008 "
@Breakingviews,2020-04-02 13:29:13+00:00,"Major corrections: Though investors may have missed the real bargain a few weeks ago, Big Oil still looks a relative safe haven, writes @gfhay  @ReutersFlasseur "
@Breakingviews,2020-04-02 12:27:13+00:00,Germany is in the fast lane for an auto bailout  @CGAThompson
@Breakingviews,2020-04-02 12:14:01+00:00,"RT @Reuters: From @Breakingviews: HSBC would be daft to reconsider its London HQ over a little dividend delay, and Westpac’s new chairman i…"
@Breakingviews,2020-04-02 12:13:09+00:00,Mr. Whatever It Takes is Italy’s post-corona card  @LJucca
@Breakingviews,2020-04-02 10:12:48+00:00,Catch up with the latest pandemic-related insights below: HSBC would be daft to reconsider its London HQ over a dividend delay; freaked-out shale producers are trying to move Trump and the markets; and Westpac’s new chairman isn’t sacking his CEO this time 
@Breakingviews,2020-04-02 10:09:34+00:00,Chancellor: What happens when globalisation fails? 
@Breakingviews,2020-04-02 10:07:33+00:00,Insurers are next in line for virus dividend chop  @aimeedonnellan
@Breakingviews,2020-04-02 08:18:09+00:00,"RT @Reuters: From @Breakingviews: Someday, we will look back and recall the coronavirus lockdown as a formative experience. What will chang…"
@Breakingviews,2020-04-02 08:17:06+00:00,RT @Reuters: From @Breakingviews: The $2.2 trillion U.S. bailout is missing something — government staffing 
@Breakingviews,2020-04-02 08:13:14+00:00,Buyout barons may trip up during their big moment  @dasha_reuters
@Breakingviews,2020-04-02 06:55:15+00:00,"South Korean containment efforts that saved lives aren’t sparking wider benefits. Weak domestic demand and a global recession will cause its $1.6 trln economy to contract this year, whilst they wait for the rest of the world to heal, writes @mak_robyn:  "
@Breakingviews,2020-04-02 06:48:45+00:00,"China might ease electric vehicle production quotas and delay raising emissions standards, easing some pressure on battered conventional auto giants. But it’s more bad news for struggling new energy startups like Nio, writes @sharonlamhk:  "
@Breakingviews,2020-04-02 06:45:53+00:00,"Some 20 million mobile users mysteriously vanished from $150 billion China Mobile and its two biggest rivals in February. Theories range from the conspiratorial to the more plausible. None of them is reassuring, writes @mak_robyn :  "
@Breakingviews,2020-04-02 04:46:44+00:00,RT @Reuters: From @Breakingviews: China’s Meituan Dianping warns of a bruising first quarter as coronavirus hurts sales. The company's focu…
@Breakingviews,2020-04-02 04:46:35+00:00,"RT @ReutersBiz: From @Breakingviews: General Electric boss Larry Culp is catching a break, as the sale of the conglomerate’s BioPharma unit…"
@Breakingviews,2020-04-02 04:46:24+00:00,RT @ReutersBiz: From @Breakingviews: The government doesn't have enough staff to funnel the $2.2 trillion in bailout funds. It may rely on…
@Breakingviews,2020-04-02 04:38:03+00:00,"China’s missing phone customers stir viral concern, says @mak_robyn :  "
@Breakingviews,2020-04-02 04:37:02+00:00,"Beijing helps gas guzzlers at clean cars’ expense, writes @sharonlamhk:  "
@Breakingviews,2020-04-02 04:36:02+00:00,"Seoul’s virus tests yield false economic positive, writes @mak_robyn:  "
@Breakingviews,2020-04-01 21:43:43+00:00,"The UN has postponed this year’s #COP26 climate conference. @gfhay explains why this is a punch the fight against global warming can roll with, in this column from two weeks ago: "
@Breakingviews,2020-04-01 21:34:23+00:00,GE catches a break; political ideologies and Covid-19; auto-parts maker BorgWarner tries to walk away from a deal. Read the latest virus-related insights on Corona Capital:  
@Breakingviews,2020-04-01 21:14:09+00:00,"Watch: The $2.2 trillion U.S. bailout is missing something: government staffing. Bankers may fill the gap, just as they did during the 2008 financial crisis, says @GinaChon. "
